"TIME","GEO","SEX","UNIT","Value","Flag and Footnotes"
"2005W37","Italy","Total","Number",":",""
"2005W37","Sweden","Total","Number","1 594",""
"2005W37","Switzerland","Total","Number","1 030",""
"2005W37","United Kingdom","Total","Number",":",""
"2005W38","Belgium","Total","Number","1 658",""
"2005W38","Denmark","Total","Number",":",""
"2005W38","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W38","Spain","Total","Number","6 006",""
"2005W38","Italy","Total","Number",":",""
"2005W38","Sweden","Total","Number","1 617",""
"2005W38","Switzerland","Total","Number","1 051",""
"2005W38","United Kingdom","Total","Number",":",""
"2005W39","Belgium","Total","Number","1 726",""
"2005W39","Denmark","Total","Number",":",""
"2005W39","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W39","Spain","Total","Number","6 338",""
"2005W39","Italy","Total","Number",":",""
"2005W39","Sweden","Total","Number","1 629",""
"2005W39","Switzerland","Total","Number","1 061",""
"2005W39","United Kingdom","Total","Number",":",""
"2005W40","Belgium","Total","Number","1 856",""
"2005W40","Denmark","Total","Number",":",""
"2005W40","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W40","Spain","Total","Number","6 375",""
"2005W40","Italy","Total","Number",":",""
"2005W40","Sweden","Total","Number","1 551",""
"2005W40","Switzerland","Total","Number","1 090",""
"2005W40","United Kingdom","Total","Number",":",""
"2005W41","Belgium","Total","Number","1 894",""
"2005W41","Denmark","Total","Number",":",""
"2005W41","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W41","Spain","Total","Number","6 565",""
"2005W41","Italy","Total","Number",":",""
"2005W41","Sweden","Total","Number","1 523",""
"2005W41","Switzerland","Total","Number","1 128",""
"2005W41","United Kingdom","Total","Number",":",""
"2005W42","Belgium","Total","Number","1 882",""
"2005W42","Denmark","Total","Number",":",""
"2005W42","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W42","Spain","Total","Number","6 533",""
"2005W42","Italy","Total","Number",":",""
"2005W42","Sweden","Total","Number","1 642",""
"2005W42","Switzerland","Total","Number","1 102",""
"2005W42","United Kingdom","Total","Number",":",""
"2005W43","Belgium","Total","Number","1 921",""
"2005W43","Denmark","Total","Number",":",""
"2005W43","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W43","Spain","Total","Number","6 665",""
"2005W43","Italy","Total","Number",":",""
"2005W43","Sweden","Total","Number","1 651",""
"2005W43","Switzerland","Total","Number","1 094",""
"2005W43","United Kingdom","Total","Number",":",""
"2005W44","Belgium","Total","Number","1 816",""
"2005W44","Denmark","Total","Number",":",""
"2005W44","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W44","Spain","Total","Number","6 452",""
"2005W44","Italy","Total","Number",":",""
"2005W44","Sweden","Total","Number","1 633",""
"2005W44","Switzerland","Total","Number","1 126",""
"2005W44","United Kingdom","Total","Number",":",""
"2005W45","Belgium","Total","Number","1 892",""
"2005W45","Denmark","Total","Number",":",""
"2005W45","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W45","Spain","Total","Number","6 784",""
"2005W45","Italy","Total","Number",":",""
"2005W45","Sweden","Total","Number","1 606",""
"2005W45","Switzerland","Total","Number","1 098",""
"2005W45","United Kingdom","Total","Number",":",""
"2005W46","Belgium","Total","Number","1 847",""
"2005W46","Denmark","Total","Number",":",""
"2005W46","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W46","Spain","Total","Number","7 051",""
"2005W46","Italy","Total","Number",":",""
"2005W46","Sweden","Total","Number","1 660",""
"2005W46","Switzerland","Total","Number","1 188",""
"2005W46","United Kingdom","Total","Number",":",""
"2005W47","Belgium","Total","Number","1 916",""
"2005W47","Denmark","Total","Number",":",""
"2005W47","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W47","Spain","Total","Number","7 025",""
"2005W47","Italy","Total","Number",":",""
"2005W47","Sweden","Total","Number","1 718",""
"2005W47","Switzerland","Total","Number","1 286",""
"2005W47","United Kingdom","Total","Number",":",""
"2005W48","Belgium","Total","Number","2 098",""
"2005W48","Denmark","Total","Number",":",""
"2005W48","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W48","Spain","Total","Number","7 528",""
"2005W48","Italy","Total","Number",":",""
"2005W48","Sweden","Total","Number","1 725",""
"2005W48","Switzerland","Total","Number","1 254",""
"2005W48","United Kingdom","Total","Number",":",""
"2005W49","Belgium","Total","Number","2 121",""
"2005W49","Denmark","Total","Number",":",""
"2005W49","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W49","Spain","Total","Number","7 153",""
"2005W49","Italy","Total","Number",":",""
"2005W49","Sweden","Total","Number","1 788",""
"2005W49","Switzerland","Total","Number","1 248",""
"2005W49","United Kingdom","Total","Number",":",""
"2005W50","Belgium","Total","Number","2 069",""
"2005W50","Denmark","Total","Number",":",""
"2005W50","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W50","Spain","Total","Number","7 493",""
"2005W50","Italy","Total","Number",":",""
"2005W50","Sweden","Total","Number","1 732",""
"2005W50","Switzerland","Total","Number","1 216",""
"2005W50","United Kingdom","Total","Number",":",""
"2005W51","Belgium","Total","Number","2 123",""
"2005W51","Denmark","Total","Number",":",""
"2005W51","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W51","Spain","Total","Number","7 833",""
"2005W51","Italy","Total","Number",":",""
"2005W51","Sweden","Total","Number","1 819",""
"2005W51","Switzerland","Total","Number","1 313",""
"2005W51","United Kingdom","Total","Number",":",""
"2005W52","Belgium","Total","Number","2 167",""
"2005W52","Denmark","Total","Number",":",""
"2005W52","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W52","Spain","Total","Number","8 245",""
"2005W52","Italy","Total","Number",":",""
"2005W52","Sweden","Total","Number","1 957",""
"2005W52","Switzerland","Total","Number","1 310",""
"2005W52","United Kingdom","Total","Number",":",""
"2005W99","Belgium","Total","Number",":",""
"2005W99","Denmark","Total","Number",":",""
"2005W99","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2005W99","Spain","Total","Number",":",""
"2005W99","Italy","Total","Number",":",""
"2005W99","Sweden","Total","Number","822",""
"2005W99","Switzerland","Total","Number",":",""
"2005W99","United Kingdom","Total","Number",":",""
"2006W01","Belgium","Total","Number","2 247",""
"2006W01","Denmark","Total","Number",":",""
"2006W01","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W01","Spain","Total","Number","8 240",""
"2006W01","Italy","Total","Number",":",""
"2006W01","Sweden","Total","Number","1 867",""
"2006W01","Switzerland","Total","Number","1 282",""
"2006W01","United Kingdom","Total","Number",":",""
"2006W02","Belgium","Total","Number","2 169",""
"2006W02","Denmark","Total","Number",":",""
"2006W02","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W02","Spain","Total","Number","7 923",""
"2006W02","Italy","Total","Number",":",""
"2006W02","Sweden","Total","Number","1 916",""
"2006W02","Switzerland","Total","Number","1 294",""
"2006W02","United Kingdom","Total","Number",":",""
"2006W03","Belgium","Total","Number","2 220",""
"2006W03","Denmark","Total","Number",":",""
"2006W03","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W03","Spain","Total","Number","7 936",""
"2006W03","Italy","Total","Number",":",""
"2006W03","Sweden","Total","Number","1 798",""
"2006W03","Switzerland","Total","Number","1 320",""
"2006W03","United Kingdom","Total","Number",":",""
"2006W04","Belgium","Total","Number","2 152",""
"2006W04","Denmark","Total","Number",":",""
"2006W04","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W04","Spain","Total","Number","7 665",""
"2006W04","Italy","Total","Number",":",""
"2006W04","Sweden","Total","Number","1 925",""
"2006W04","Switzerland","Total","Number","1 238",""
"2006W04","United Kingdom","Total","Number",":",""
"2006W05","Belgium","Total","Number","2 076",""
"2006W05","Denmark","Total","Number",":",""
"2006W05","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W05","Spain","Total","Number","7 936",""
"2006W05","Italy","Total","Number",":",""
"2006W05","Sweden","Total","Number","1 921",""
"2006W05","Switzerland","Total","Number","1 266",""
"2006W05","United Kingdom","Total","Number",":",""
"2006W06","Belgium","Total","Number","2 164",""
"2006W06","Denmark","Total","Number",":",""
"2006W06","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W06","Spain","Total","Number","7 862",""
"2006W06","Italy","Total","Number",":",""
"2006W06","Sweden","Total","Number","1 863",""
"2006W06","Switzerland","Total","Number","1 286",""
"2006W06","United Kingdom","Total","Number",":",""
"2006W07","Belgium","Total","Number","2 203",""
"2006W07","Denmark","Total","Number",":",""
"2006W07","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W07","Spain","Total","Number","7 978",""
"2006W07","Italy","Total","Number",":",""
"2006W07","Sweden","Total","Number","1 811",""
"2006W07","Switzerland","Total","Number","1 240",""
"2006W07","United Kingdom","Total","Number",":",""
"2006W08","Belgium","Total","Number","2 128",""
"2006W08","Denmark","Total","Number",":",""
"2006W08","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W08","Spain","Total","Number","7 577",""
"2006W08","Italy","Total","Number",":",""
"2006W08","Sweden","Total","Number","1 734",""
"2006W08","Switzerland","Total","Number","1 195",""
"2006W08","United Kingdom","Total","Number",":",""
"2006W09","Belgium","Total","Number","2 104",""
"2006W09","Denmark","Total","Number",":",""
"2006W09","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W09","Spain","Total","Number","7 893",""
"2006W09","Italy","Total","Number",":",""
"2006W09","Sweden","Total","Number","1 857",""
"2006W09","Switzerland","Total","Number","1 182",""
"2006W09","United Kingdom","Total","Number",":",""
"2006W10","Belgium","Total","Number","2 112",""
"2006W10","Denmark","Total","Number",":",""
"2006W10","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W10","Spain","Total","Number","7 956",""
"2006W10","Italy","Total","Number",":",""
"2006W10","Sweden","Total","Number","1 873",""
"2006W10","Switzerland","Total","Number","1 238",""
"2006W10","United Kingdom","Total","Number",":",""
"2006W11","Belgium","Total","Number","2 173",""
"2006W11","Denmark","Total","Number",":",""
"2006W11","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W11","Spain","Total","Number","7 597",""
"2006W11","Italy","Total","Number",":",""
"2006W11","Sweden","Total","Number","1 815",""
"2006W11","Switzerland","Total","Number","1 162",""
"2006W11","United Kingdom","Total","Number",":",""
"2006W12","Belgium","Total","Number","2 113",""
"2006W12","Denmark","Total","Number",":",""
"2006W12","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W12","Spain","Total","Number","7 300",""
"2006W12","Italy","Total","Number",":",""
"2006W12","Sweden","Total","Number","1 803",""
"2006W12","Switzerland","Total","Number","1 199",""
"2006W12","United Kingdom","Total","Number",":",""
"2006W13","Belgium","Total","Number","2 101",""
"2006W13","Denmark","Total","Number",":",""
"2006W13","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W13","Spain","Total","Number","7 248",""
"2006W13","Italy","Total","Number",":",""
"2006W13","Sweden","Total","Number","1 794",""
"2006W13","Switzerland","Total","Number","1 165",""
"2006W13","United Kingdom","Total","Number",":",""
"2006W14","Belgium","Total","Number","1 958",""
"2006W14","Denmark","Total","Number",":",""
"2006W14","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W14","Spain","Total","Number","7 014",""
"2006W14","Italy","Total","Number",":",""
"2006W14","Sweden","Total","Number","1 768",""
"2006W14","Switzerland","Total","Number","1 159",""
"2006W14","United Kingdom","Total","Number",":",""
"2006W15","Belgium","Total","Number","2 052",""
"2006W15","Denmark","Total","Number",":",""
"2006W15","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W15","Spain","Total","Number","6 869",""
"2006W15","Italy","Total","Number",":",""
"2006W15","Sweden","Total","Number","1 720",""
"2006W15","Switzerland","Total","Number","1 111",""
"2006W15","United Kingdom","Total","Number",":",""
"2006W16","Belgium","Total","Number","1 893",""
"2006W16","Denmark","Total","Number",":",""
"2006W16","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W16","Spain","Total","Number","6 735",""
"2006W16","Italy","Total","Number",":",""
"2006W16","Sweden","Total","Number","1 687",""
"2006W16","Switzerland","Total","Number","1 077",""
"2006W16","United Kingdom","Total","Number",":",""
"2006W17","Belgium","Total","Number","1 893",""
"2006W17","Denmark","Total","Number",":",""
"2006W17","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W17","Spain","Total","Number","6 851",""
"2006W17","Italy","Total","Number",":",""
"2006W17","Sweden","Total","Number","1 672",""
"2006W17","Switzerland","Total","Number","1 174",""
"2006W17","United Kingdom","Total","Number",":",""
"2006W18","Belgium","Total","Number","1 969",""
"2006W18","Denmark","Total","Number",":",""
"2006W18","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W18","Spain","Total","Number","6 776",""
"2006W18","Italy","Total","Number",":",""
"2006W18","Sweden","Total","Number","1 707",""
"2006W18","Switzerland","Total","Number","1 131",""
"2006W18","United Kingdom","Total","Number",":",""
"2006W19","Belgium","Total","Number","1 826",""
"2006W19","Denmark","Total","Number",":",""
"2006W19","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2006W19","Spain","Total","Number","6 699",""
"2006W19","Italy","Total","Number",":",""
"2006W19","Sweden","Total","Number","1 657",""
"2006W19","Switzerland","Total","Number","1 095",""
"2006W19","United Kingdom","Total","Number",":",""
